INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
2104 CLINTON AVENUE,BRONX,06 BRONX,Precinct 48,15,2030960012,12/25/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/07/2015,1015346,248180
909 SACKETT AVENUE,BRONX,11 BRONX,Precinct 49,13,2040580027,12/08/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/15/2015,1024292,246544
2002 CONTINENTAL AVENUE,BRONX,10 BRONX,Precinct 45,13,2042470001,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/20/2015,1031448,249746
4781 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,11,2051070001,12/03/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/07/2015,1025854,269174
3035 CROSS BRONX EXPRESSWAY,BRONX,10 BRONX,Precinct 45,13,2054390077,12/14/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/24/2015,1034392,239037
1320 CASTLE HILL AVENUE,BRONX,10 BRONX,Precinct 45,18,2039630010,12/20/2014,Open,Site downloaded for cleaning,,1025238,243491
237 65 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3058160062,12/31/2014,Open,Site downloaded for cleaning,,977343,172495
 corner of Grand Avenue and 83rd Street,QUEENS,Unspecified QUEENS,Unspecified,,,12/17/2014,Open,Property Research Required,,,
6208 11 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,38,3057300040,12/12/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/03/2015,983066,168895
488 MORGAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3028510001,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2015,1001416,201864
163 DUPONT STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3024880041,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/20/2015,997136,207438
8102 THIRD AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059960039,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/14/2015,976024,167705
1199 ATLANTIC AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018660011,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/11/2015,997852,186488
1204 MORRISON AVENUE,BRONX,09 BRONX,Precinct 43,18,2037780005,12/04/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/24/2015,1018927,241660
1885 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,44,3066330045,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/02/2015,991845,160435
846 ST JOHNS PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3012550005,12/11/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/27/2015,998155,183964
1430 FERRIS PLACE,BRONX,10 BRONX,Precinct 45,13,2038590001,12/17/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/24/2015,1028049,245166
579 58 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008480045,12/11/2014,Closed,Cleaning crew dispatched. No graffiti on property.,07/17/2015,980527,172333
142 HENRY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002737501,12/13/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/15/2015,986871,199165
241-02 SOUTH CONDUIT AVENUE,QUEENS,13 QUEENS,Precinct 105,31,4135630023,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/04/2015,1057090,181750
1411 FOSTER AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3052350033,12/20/2014,Closed,Cleaning crew dispatched.  Owner refused.,03/19/2015,994308,170167
88-02 WOODHAVEN BOULEVARD,QUEENS,09 QUEENS,Precinct 102,32,4089300094,12/26/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/01/2015,1025447,191529
1080 SUMMIT AVENUE,BRONX,04 BRONX,Precinct 44,08,2025260010,12/02/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/07/2015,1003894,243607
1512 EAST    4 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065850018,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/06/2015,992342,162894
697 EAST  228 STREET,BRONX,12 BRONX,Precinct 47,12,2048310011,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/07/2015,1023092,263561
3035 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,15,2045457501,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/16/2015,1020976,256373
4150 WHITEPLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2048450036,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1023494,264343
2250 STRAUSS STREET,BROOKLYN,16 BROOKLYN,Precinct 73,42,,12/26/2014,Open,Further research is necessary to identify an owner for the property.,,1008159,179361
2756 3 AVENUE,BRONX,01 BRONX,Precinct 40,08,2023070009,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2015,1006220,236025
111 WEST END AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087320061,12/30/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/22/2015,997233,150189
729 7 AVENUE,MANHATTAN,05 MANHATTAN,Precinct 18,04,1010017501,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/20/2015,988690,216203
755 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,08,2026410042,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/11/2015,1009764,235483
101 WEST  125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019107501,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/07/2015,999272,233618
259 NORTH HENRY STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026290025,12/01/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2015,999769,204629
283 MCKIBBIN STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3030820059,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2015,1001763,196411
3210 WEBSTER AVENUE,BRONX,07 BRONX,Precinct 52,11,2033570066,12/10/2014,Closed,Cleaning crew dispatched. No graffiti on property.,04/15/2015,1018855,257366
25-26 50 STREET,QUEENS,01 QUEENS,Precinct 114,22,4007450049,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2015,1010766,217454
908 KENT AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3019110031,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/23/2015,995576,191901
288 WEST FORDHAM ROAD,BRONX,07 BRONX,Precinct 52,14,2032340006,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2015,1008725,253231
109 DITMAS AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053850055,12/11/2014,Closed,Cleaning crew dispatched. No graffiti on property.,07/21/2015,990415,170838
235 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007220040,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2015,984060,211570
24-01 DITMARS BOULEVARD,QUEENS,01 QUEENS,Precinct 114,22,4008690001,12/01/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2015,1007786,223170
416 M AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065670007,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2015,992256,163986
2268 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021290045,12/19/2014,Closed,Cleaning crew dispatched. No graffiti on property.,07/01/2015,1002269,246299
381 WEST END AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,06,1011860074,12/14/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/20/2015,989282,224851
2090 OCEAN PARKWAY,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071080043,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/12/2015,993808,157255
170-26 90 AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4098040043,12/01/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/05/2015,1042386,197594
1372 ZEREGA AVENUE,BRONX,10 BRONX,Precinct 45,18,2038460101,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/24/2015,1026812,244064
1303 BLONDELL AVENUE,BRONX,10 BRONX,Precinct 45,13,2040710017,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/21/2015,1028091,245740
1821 HOBART AVENUE,BRONX,10 BRONX,Precinct 45,13,2041940049,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/19/2015,1030875,248267
3616A WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2046610007,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1021556,259781
3855 10 AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10,1022030001,12/02/2014,Open,Site downloaded for cleaning,,1006579,254057
3211 WHITEPLAINS ROAD,BRONX,12 BRONX,Precinct 47,15,2045950043,12/10/2014,Open,Site downloaded for cleaning,,1020991,256938
146 CLASSON AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3018950041,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2015,994943,192670
42 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003100005,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/29/2015,986937,200230
252 MONITOR STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026080099,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/20/2015,1000034,204652
2273 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039640040,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2015,1026097,243547
153-27 BARCLAY AVENUE,QUEENS,07 QUEENS,Precinct 109,20,4053260072,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/29/2015,1036351,216979
81-08 37 AVENUE,QUEENS,03 QUEENS,Precinct 115,21,4012920104,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/29/2015,1016101,212420
512 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,08,2022750005,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/21/2015,1007950,236119
154-20 SOUTH ROAD,QUEENS,12 QUEENS,Precinct 103,28,4101220001,12/01/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/26/2015,1039805,193092
1448 FERRIS PLACE,BRONX,10 BRONX,Precinct 45,13,2038590009,12/17/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/24/2015,1027995,245220
210 FLATBUSH AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009310023,12/11/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/23/2015,991063,187480
706 39 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009150008,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/22/2015,984502,175486
243 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007220043,12/17/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/29/2015,984099,211640
24 1 AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004290008,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/11/2015,987541,202932
2806 EAST   23 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087837502,12/31/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/27/2015,999688,152210
8118 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059980048,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/19/2015,977437,166926
620 MYRTLE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3019120021,12/11/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/11/2015,995588,192205
6113 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057910005,12/26/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/08/2015,978935,172492
85 WEST KINGSBRIDGE ROAD,BRONX,08 BRONX,Precinct 50,14,2032480006,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/05/2015,1011723,255601
664B EAST  187 STREET,BRONX,06 BRONX,Precinct 48,15,2030740050,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2015,1015881,250653
1263 ST JOHNS PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3013770001,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/17/2015,1001983,183700
239 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026570042,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/23/2015,1000189,203716
1346 HANCOCK STREET,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033990021,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/10/2015,1009519,192337
3276 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,13,2042390021,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/20/2015,1031917,249968
452 WYCKOFF AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033540029,12/03/2014,Open,Site downloaded for cleaning,,1009234,193907
81st 81st street,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/18/2014,Open,Property Research Required,,,
 C/o Saint Nicholas ave and Greene ave,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/17/2014,Open,Property Research Required,,,
4228 PARK AVENUE,BRONX,06 BRONX,Precinct 48,15,2030340012,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2015,1012233,248268
18 DELANCEY STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004250038,11/30/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/10/2015,986133,201619
824 WESTCHESTER AVENUE,BRONX,01 BRONX,Precinct 40,17,2026760049,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/15/2015,1011279,237782
148 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021740070,12/02/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/06/2015,1004825,253076
843 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,08,2026740015,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/20/2015,1010616,235252
3438 BAILEY AVENUE,BRONX,08 BRONX,Precinct 50,11,2032620014,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/06/2015,1011895,260408
1647 ST JOHNS PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,41,3013810047,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/17/2015,1005636,183440
195 CHRYSTIE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004260029,12/21/2014,Closed,Cleaning crew dispatched. No graffiti on property.,07/10/2015,986494,202292
699 FLATBUSH AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3050480007,12/11/2014,Closed,Cleaning crew dispatched.  Cannot locate property.,05/08/2015,995360,178299
4814 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007760041,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/07/2015,982890,173696
209 AVENUE M,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065380051,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2015,991749,163918
276 BAINBRIDGE STREET,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016870046,12/03/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/06/2015,1004682,187574
34-41 77 STREET,QUEENS,03 QUEENS,Precinct 115,25,4012640047,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2015,1014861,213405
37-02 64 STREET,QUEENS,02 QUEENS,Precinct 108,26,4012180049,12/13/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/25/2015,1012243,211949
9110 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060870021,12/22/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2015,976243,164593
219 FORDHAM STREET,BRONX,10 BRONX,Precinct 45,13,2056440258,12/20/2014,Closed,Cleaning crew dispatched. No graffiti on property.,06/15/2015,1044134,248271
2160 FREDERICK DOUGLAS BOULEVARD,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019220001,12/02/2014,Open,Site downloaded for cleaning,,996682,232483
5418 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008217501,12/31/2014,Open,Site downloaded for cleaning,,979452,174300
 On Newtown Rd between 42st and 31 ave Astoria NY 11103,QUEENS,Unspecified QUEENS,Unspecified,,,12/31/2014,Open,Property Research Required,,,
50-19 Alstyne Ave,QUEENS,Unspecified QUEENS,Unspecified,,,12/11/2014,Open,Property Research Required,,,
60 ROBERT F WAGNER PLACE,MANHATTAN,03 MANHATTAN,Precinct 5,01,,12/06/2014,Open,Property Research Required,,984416,197539
501 coneyisland av,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/24/2014,Open,Further research is necessary to identify an owner for the property.,,,
169 CLASSON AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3018960017,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2015,994967,192564
413 20 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008870054,12/12/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2015,987848,179155
2405 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039730045,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/15/2015,1026830,244354
2659 WEBSTER AVENUE,BRONX,07 BRONX,Precinct 52,15,2032770032,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/29/2015,1015009,253958
2001 EMMONS AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087780052,12/29/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/22/2015,998665,151935
61-58 SPRINGFIELD BOULEVARD,QUEENS,11 QUEENS,Precinct 111,23,4076100040,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/04/2015,1051703,212170
370 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,17,2023270052,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2015,1006737,236704
2626 BROADWAY,MANHATTAN,07 MANHATTAN,Precinct 24,07,1018710022,12/01/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/30/2015,992508,229591
2361 WESTCHESTER AVENUE,BRONX,10 BRONX,Precinct 45,18,2039700004,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/22/2015,1026580,244081
1013 EAST  163 STREET,BRONX,02 BRONX,Precinct 41,17,2027240101,12/30/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/22/2015,1014008,238402
8014 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059890048,12/20/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/19/2015,977522,167200
637 2 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 17,02,1009150034,12/18/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/14/2015,991024,210790
6809 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058630005,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/14/2015,977090,171103
7405 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059290008,12/22/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/13/2015,976604,169543
3902 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007070038,12/22/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/06/2015,981955,177461
22-04 CRESCENT STREET,QUEENS,01 QUEENS,Precinct 114,22,4008670035,12/16/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/10/2015,1007898,222972
6117 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057910003,12/21/2014,Closed,Cleaning crew dispatched.  Property cleaned.,03/30/2015,978930,172487
530 MANHATTAN AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019490018,12/02/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/15/2015,997014,234031
4575 PARK AVENUE,BRONX,06 BRONX,Precinct 48,15,2030310069,12/10/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/15/2015,1013561,251510
87-95 256 STREET,QUEENS,13 QUEENS,Precinct 105,23,4088310014,12/15/2014,Closed,10-91 - Non-Crime Corrected,12/15/2014,1064989,204644
763 EAST GUN HILL ROAD,BRONX,12 BRONX,Precinct 47,12,2046580001,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/16/2015,1021998,258625
4128 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2048440035,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/15/2015,1023399,264116
 323 119 ST,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,12/20/2014,Open,Property Research Required,,,
203 EAST    3 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,,12/06/2014,Open,Property Research Required,,988861,202631
20 HARRISON AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,33,,12/19/2014,Open,Property Research Required,,996971,196635
85 grattau st,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/03/2014,Open,Further research is necessary to identify an owner for the property.,,,
72 WALKER STREET,MANHATTAN,01 MANHATTAN,Precinct 5,01,1001960031,12/04/2014,Closed,Cleaning crew dispatched.  Property cleaned.,06/09/2015,983646,201037
45 SOUTH    3 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,33,3024150032,11/30/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/11/2015,993676,199272
5024 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007930037,12/11/2014,Closed,Cleaning crew dispatched.  Owner refused.,05/07/2015,982554,173272
676 EAST  180 STREET,BRONX,06 BRONX,Precinct 48,15,2030800089,12/06/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2015,1014855,248388
508 EAST  180 STREET,BRONX,06 BRONX,Precinct 48,15,2030450027,12/10/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2015,1013428,249316
131-21 SPRINGFIELD BOULEVARD,QUEENS,13 QUEENS,Precinct 105,31,4129220130,12/15/2014,Closed,Cleaning crew dispatched.  Property cleaned.,04/06/2015,1053218,188403
109-09 SUTPHIN BOULEVARD,QUEENS,12 QUEENS,Precinct 103,28,4121400006,12/15/2014,Closed,Cleaning crew dispatched. No graffiti on property.,03/26/2015,1040302,191242
57 5 AVENUE,MANHATTAN,02 MANHATTAN,Precinct 6,02,1005700005,12/09/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2015,985818,207053
1700 10 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008710040,12/11/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2015,989790,178636
1702 FLATBUSH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45,3075970051,12/03/2014,Closed,Cleaning crew dispatched.  Property cleaned.,07/21/2015,999913,168423
1797 PROSPECT PLACE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3014590001,12/19/2014,Closed,Cleaning crew dispatched. No graffiti on property.,05/27/2015,1007429,184292
969 INTERVALE AVENUE,BRONX,02 BRONX,Precinct 41,17,2026990060,12/05/2014,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2015,1012789,238889
